\非典\期间金莲清热泡腾片全国防治非典指挥部科技攻关组验证针对病毒性高热有效中成药世界卫生组织宣布正式确认冠状病毒变种引起非典型肺炎病原体常备金莲清热泡腾片抵抗病毒安心过年! ,0
好泪戴好口罩噢武汉加油 一起打赢这场防疫战,1
我妈这种发烧天怕死02,-1
心致敬疫情前线医护人员 致敬英雄请保护好心心心心心敬疫情前线医护人员 辛苦愿平安大家都健健康康!,1
都!会好!,1
新型冠状病毒怕酒精不耐高温 封城没关系坚信我大武汉一定渡过这次难关!  武汉,1
感觉一定非常爽惊赞!冠军诞生,1
武汉加油!一起打赢这场防疫站!加油家乡 加油加油,1
一定都好好,1
王俊凯致敬疫情前线医护人员 战斗一线医护工作者致敬大家都保护好愿平安健康组合致敬疫情前线医护人员 致敬伟大医护人员辛苦!愿大家都平安健康心心心,1
口罩厂加急生产画面曝光百人3倍工资返厂最低日产3万只话筒2020年1月23日多地发现新型冠状病毒肺炎疫情口罩物资短缺杭州一家口罩厂以三倍工资喊回120多名员工车间里紧张赶制加急口罩据介绍工厂年初四前确保日产3万只初八后日产10万只口罩以上武汉一名新型肺炎患者成功救治##医护人员感染新型肺炎应认定工伤,0
武汉加油 加油 战daytoy武汉加油 加油!都!,1
武汉加油!家里健康过年一起做好消毒卫生!加油加油,1
真是为数不多好消息,1
good,1
最魔幻都样人愤怒指责财新三联媒体这种夸大疫情引起恐慌20号之前良心媒体试图引起注意失败20号之后当成恐慌源头疫情源于国家主义失败看上去即将走向国家主义胜利胜利以后抓几个典型好不需要反思,-1
nf汪苏泷银河护卫队 武汉加油 一起心武汉加油 一起!,1
asnt醒 一篇不经历肺炎都不知道我国牛逼!,1
一线医护人员说一声辛苦感谢坚守心 患病同胞们加油身后还站人家人医生全体中国人民都会加油心,1
数字增长好吓人希望部分人有点自觉不要怀着侥幸心理,0
安徽确诊新冠肺炎15例骂上热搜学学河南抄作业不会 ,-1
迓琛访运坎坷徐峥提档遭陈思诚怒斥引发影院工作人员狂怼,0
武汉加油武汉加油武汉加油平安最重要汉加油一起心,1
新型肺炎确诊440例死亡9例保护好医护工作者尤其保护好钟南山院士!80多岁人为此尽心竭力到处奔波还奋战武汉第一线首席专家中国抗病毒旗帜精神支柱防护工作一定加强 ,1
致敬天佑中华,1
泪加油看着难受!新年愿望所有医护人员平安无恙!所有口腹之欲带来灾难畜生下地狱,-1
不出门不出门尽量少出门,0
厉害,1
湖南四川福建现在是不是国内确诊291例新型冠状病毒肺炎病例 ,0
你测妈,-1
害 老家 完蛋,-1
辛苦致敬疫情前线医护人员 辛苦!保护好愿健康平安心,1
哈哈哈哈哈哈到底傻逼上网_姐妹善意真的利用说姨姥爷70岁高龄妈妈年龄显示65岁姨姥爷姥爷辈分可能妈妈只相差五岁真的太人窒息 网友言之凿凿人定为普通肺炎 当代华佗!,-1
医院呼吁社会捐赠……社会捐赠看来医院太失望点到看内容理解!,-1
加油中国,1
日好豁人感冒,1
tal 几个重点12月中旬发病说明最迟12月初病毒感染二武汉确诊患者现在还自由活动没有隔离 三医院资源有限最专业武汉金银湖医院已经很久没新患者收入小医院不敢治不收大医院隔离室有限四12月中1月20日民众警惕性才提升起来,0
武汉加油 说说最近感受12月30日爆出来不明肺炎跨年前一天慌慌到现在回家每次看到微博热搜就要微博恐慌再加上小道消息飞起说严重没病感觉都得病难真的很难没有人预料到想发生这种事做保护好家人保护好这种越团结起来这是考验考验个人考验社会考验国家03年印象里还上小学老爸老妈每天家里煮醋挂大蒜戴口罩上学每次口罩戴完要消毒清洗换洗当年佩戴白色棉口罩17年过去父母老长大角色交换每天微博恐惧恐慌身边未知人科普父母科普买好感冒药口罩白醋一起团结努力度过荒诞艰难时期加油武汉加油中国!众志成城!挺住都会好起来!,1
未见官方说明摊手,-1
保甜汉正在玩儿命求援请求民间援助新闻联播在播不是武汉人看都有点生气武汉人应该在家骂大街,-1
总有一刻会热泪盈眶此刻!此刻新时代最可爱人致敬!作揖作揖作揖自古以来埋头苦干人拼命硬干人为民请命人舍身求法人……中国嵴梁赞赞赞  盐城・阜宁县,1
家庭护理指南一家人应该患者分房至少得分床二看护戴好医用口罩口罩毕要丢弃摘口罩后要立刻洗手三勤洗手四护理戴一次性手套五患者衣物床单普通洗涤剂60C90°c机洗,0
保护好 平平安安工作室第一时间准备黑色蓝色外科医用口罩n95口罩酒精必备品彩排平时都戴请大家放心希望大家保护好注意安全,1
看上海新增4例新型冠状病毒感染肺炎确诊病例新浪看热点  ,0
武汉加油一定会越来越好汉加油一起心,1
武汉挺住,1
汉加油 一起打赢这场防御战!战斗一线医护人员致敬!,1
思考,0
马评论,0
加油 一起打赢这场防疫战! 加油都心,1
19年下半年隐隐约约大环境走向持续焦虑上午刷新闻看到新型肺炎病例增加一整天都如坐针毡看见鼠疫两本书轮番脑子里翻滚难受 ,-1
真的找不到野味有么子好吃,-1
福建快点抄作业急死急死急死急死急死急死急死急死急死急死急死急死急死急死急死急死急死急死,-1
战daytoy武汉加油 加油!都!,1
a张小呆今天进一步恶化c反应蛋白68ct报告还没出片子医生看说双肺严重感染早九点现在父母还医院刚刚打针中途突然全身抽搐意识不清还不算重症!还不能住院!,-1
收藏大王巡山,0
致敬所有一线工作人员中国赞肃然起敬赞,1
都一定会平平安安心感谢!致敬疫情前线医护人员愿医护人员做好防护!注意安全!作揖,1
泪泪泪泪一定平安,1
爱,1
加油!,1
害羞aaaa致敬疫情前线医护人员 战斗一线医护工作者致敬王俊凯致敬疫情前线医护人员 战斗一线医护工作者致敬大家都保护好愿平安健康王俊凯,1
丽热巴 永远支持!一起拿下 明星势力榜 第一名!丽热巴武汉加油一起打赢这场防疫战!,1
 不要去人地方出门一定戴口罩多喝水勤洗手补充维生素保护好!所有奔赴最前线医护人员致敬!,1
王源致敬疫情前线医护人员 感谢伟大付出!大家一定保护好愿所有人都平安健康心组合致敬疫情前线医护人员 致敬伟大医护人员辛苦!愿大家都平安健康心心心,1
一起打赢这场防疫战!大家都平安!平安!一博武汉加油一起打赢这场防疫战!祝福大家都平安!心,1
自由做\之后李老师发明\知情权做\天问李老师大概得到一本辟邪剑谱自练第一页导致走火入魔,-1
一起加油fyang一起加油战斗一线医护人员致敬太阳 汉加油 一起打赢这场防御战!战斗一线医护人员致敬!,1
话筒,0
恳请安徽政府宣传疫情防范有钱这条tag买个rs微笑恨 ,-1
昨天领导办公室顺口说起肺炎很随意不当回事说一定提高警惕戴口罩注意防护已经确诊3例说传谣妈官方消息传妈谣隔一会儿单位通知开防控大会今天通知值班过年期间要值4天班,-1
顶,1
围观鲜花赞不错 下雨,1
大学生数量世界之最人大部分都回家散落大街小巷大城小镇里武汉交通枢纽人流节点武汉转车转机人不计其数分散全国地方潜伏期14天哪有什么小题大做还说小题大做微笑心真的累,-1
家注意瞎进班房冬季呼吸道传染病传播高发期吃没用关键关键尽量不要接触不要去人地方戴口罩洗手发现家里有人不舒服马上消毒隔离,0
good,1
天跪第一句看哭泪,-1
泪泪泪,-1
中国赞不简单天都支持乔治微笑,1
加油!汉加油 一起打赢这场防御战!战斗一线医护人员致敬!,1
蝙蝠!武汉冠状病毒进化邻居外类群都各类蝙蝠中有发现推测武汉冠状病毒自然宿主可能蝙蝠如同导致2002年\非典\sars冠状病毒武汉冠状病毒蝙蝠人传染过程中很可能存在未知中间宿主媒介,0
魔物入侵嫘祖封城上次不同很多缙云前往西陵这次一定赢! ,1
太坏不昨天下午跑去澳门衰,-1
护门ddd 省内县市重视ann对不起请大家关注武汉周边湖北省内湖北省内遗忘!!武汉最近城市没有疑似没有确诊没有公布发热门诊定点医院!孝感官方还宣传乘坐公共交通走亲访友!说低碳环保!!还鼓励市民去拜!!还关闭评论,-1
武汉人民加油相信医务人员生命护抱抱离开武汉同胞们希望联系当地医院进行检查疫情严重希望大家重视起来可怜出门在外一定戴口罩勤洗手注重卫生!!!一定不要新鲜感面子吃野味!!!!,1
忙转发绵薄之力泪泪加油,1
长沙武汉近危险指数高汗,-1
造谣司马微笑微笑微笑,-1
泪目,-1
务院征集瞒报漏报推诿线索扫码提供问题线索意见建议,0
武汉加油心,1
谢谢你们愿平安归来心,1
汉加油 一起打赢这场防御战!战斗一线医护人员致敬!,1
5油!!拳头战daytoy武汉加油 加油!都!,1
某狗支招家门口贴张纸上面写隔离区不会有人作揖 ,0
一起看樱花,1
妈妈还不知道病毒事.....,-1
平安呐一博武汉加油一起打赢这场防疫战!祝福大家都平安!心,1
太害怕泪泪泪泪泪希望听到疫情已经控制正常开学消息泪泪 ,-1
新型冠状病毒肺炎最新情况新加坡确认首例新型冠状病毒病例新加坡卫生部今晚确认新加坡确认首例新型冠状病毒病例患者一位66岁男子另有一名53岁女子初步测试呈阳性目前正在等待最终检测,0
193武汉加油!o武汉加油 加油!祈求平安战daytoy武汉加油 加油!都!,1
别跑出来 国家会最好医疗物资都会运过去跑出来逃城市太危险,-1
致敬所有奋斗一线工作人员心大家都注意安全鲜花武汉加油!湖北加油!阿中哥加油!加油加油加油加油,1
致敬疫情前线医护人员 致敬所有医护人员哥哥照顾好!!!易烊千玺致敬疫情前线医护人员所有医护人员致敬!希望大家都做好防护措施愿所有人都平安健康组合致敬疫情前线医护人员 致敬伟大医护人员辛苦!愿大家都平安健康心心心,1
顶成功奥秘在于目标坚定迪斯雷利抱抱思考胶,1
赞,1
伤心,-1
萄_很重要新型冠状病毒,0
护目镜买,0
判断新型冠状病毒传播情况可能延续5月判断源于两个事实防控手段不断跟上新型冠状病毒怕热天气热起来病毒起到作用现在心里做五一准备\,0
财政部拨10亿补助湖北防控疫情##财政部下拨湖北疫情防控补助10亿元认为资金应该保障民生正常秩序1步2步要进入大范围疫苗研发生产环节类似口罩护目镜一类产品应该进入配机制度国家进行统一发放减少可能存在市场层面炒作引起不必要恐慌焦虑现阶段来说情绪安定最重要社会稳定首位维稳资金投入民生资金需求需要保障同样延期开学开工造成一定损失都应该这项资金进行调配调节民心趋于稳定,0
武汉加油 加油,1
疯医生干嘛费解费解费解,-1
河南确诊首例新型肺炎过年希望大家平平安安 ,1
思考,0
郑州一例跪,-1
可怜拳头喵喵真的不敢相信爱,0
江苏确诊首例新型肺炎病例不出门泪窝家里喊不出去那种泪泪 ,-1
点赞,1
都照顾好敬疫情前线医护人员 辛苦!做好个人卫生防护措施注意防范保护家人少去人地方愿所有人平安健康!,1
白衣天使泪泪泪,1
腾讯新闻 clever猪人口腹之欲国家带来却是灾难好好新春佳节人不能阖家团聚医护人员面临生命危险奋斗一线举国上下不得安宁!希望国家严惩野生动物狩猎者贩卖食用者私利不管不顾濒危野生动物都不放过导致物种灭绝生态链破坏疫情发生说人类千古罪人罪该万死!自私人类请收敛一下欲望! 来自,-1
少出门运动增强免疫力战胜疫情拳头耶ok ,1
想火真的都想请去死一死,-1
斯总仓国士无双鬓微霜 何妨,1
一群憨批 气死我了,-1
笑死dlove日日笑傻,1
尽量少出门出门戴口罩,1
4号现在不敢想中间接触人,-1
希望都快点好起来王俊凯致敬疫情前线医护人员 战斗一线医护工作者致敬大家都保护好愿平安健康组合致敬疫情前线医护人员 致敬伟大医护人员辛苦!愿大家都平安健康心心心,1
加油心一博武汉加油一起打赢这场防疫战!祝福大家都平安!心,1
无语两会要紧主体思想加持才能战胜病毒,-1
y小彤武汉加油加油三组 鸭心1.23敬疫情前线医护人员 所有医护人员致敬!愿大家都健康平安,1
不封城自我瘫痪医院越过市政府省政府直接社会求助国务院越过省级地级直接社会征集地方防控不利瞒报漏报问题线索看出问题严重中间官僚层级整个断片,-1
海南新增1例新型肺炎确诊病例 守护海南 海南新增1例新型肺炎确诊病例 悲伤,-1
加油丽热巴武汉加油一起打赢这场防疫战!,1
懂杭冯h其实sars最后没有特效药激素抑制免疫系统损伤物男 最重要因素其实气候天气转暖温度回升冠状病毒禽流感甲流肺鼠疫牧区朋友只五月~十月吃旱獭基本安全汗人为干预对症下药最主要其实隔离防控避免蔓,0
马嘉祺一起长马嘉祺致敬疫情前线医护人员 医护人员辛苦请一定平安作揖致敬疫情前线医护人员 感谢所有医务工作者希望大家都健康平安心,1
武汉封城后市民生活 武汉心寒,0
nyun中央.. 河南马上!,1
想知道人科普一下单纯建立蛋白质建模正常工作两三个月工作量中国科研机构一个月内完成蛋白质建模还完成病毒分离测序一系列工作,1
求求配合医务人员 肯定很累 再添乱泪泪泪泪,-1
平安健康心易烊千玺致敬疫情前线医护人员所有医护人员致敬!希望大家都做好防护措施愿所有人都平安健康组合致敬疫情前线医护人员 致敬伟大医护人员辛苦!愿大家都平安健康心心心,1
赞,1
十几年前非典钟南山 这次钟南山作揖作揖,1
一辈子偶像!一辈子call!,1
左哼哼噢耶太开心必须帮推荐一下呵呵喜,1
平平安安,1
9522泪真的好无力…看心里难受一名年轻男生责任感坚持自我隔离只能熬评论更寒心置身事外人比比皆是,-1
星球居民千秋疑问种族歧视惹doge当然精日公知只会锅反省doge,-1
只吃鸡鸭鱼欧洲人调侃中国人都吃 好气愤看完fish market 真是吐都吃……,-1
_有没有王法他妈的土皇帝还下跪su医生妻子还一线伤医不重惩以后还医生,-1
麻烦帮忙转一下 谢谢!,0
平安 平安,1
大大注意顾好安排!武汉加油嘻嘻张大大武汉加油 一起打赢这场防疫战!战斗一线医护人员致敬!,1
平安健康,1
辟谣现在还不是很清楚体系总是去捂盖子总是不能面对问题问题搞清楚意识层面还包括潜意识层面太好奇,-1
tt加油!致敬疫情前线医护人员 所有医护人员致敬!愿大家都健康平安,1
粗理不粗怪兽学医真的救不了中国人,-1
太给力了解这种病毒,1
当初sars棘手原因长久死亡筛选中蝙蝠冠状病毒手拉手进化蝙蝠牛逼病毒疯狂进化高温传染人身上人体免疫反应出高温根本杀不死蝙蝠培养出病毒最后只能激素疗法人体免疫系统撤退再肺完犊子,-1
很形象医学小白都看懂 大家出门在外注意,1
武汉加油中国必赢,1
加油丽热巴武汉加油一起打赢这场防疫战!,1
能够不走亲戚不要去,0
应该公布出来隔离观察,-1
加油加油加油,1
四川确诊首例新型肺炎小黄人坏笑小黄人坏笑小黄人坏笑小黄人坏笑医疗科普文化 怀孕出生过程 tcna6vo2n1z  ,0
g裸奔3g裸奔3,0
仿佛瞬间成疫情专家拜拜,0
零下三十度自驾游 good,1
好爱笑武汉加油 武汉加油汉加油一起心,1
搁吃非法销售野味 真的biss!为啥不让吃 心里没点数 嘴都管不住,-1
武汉加油!,1
无,0
全国确诊新型肺炎病例一定外出戴口罩 ,0
点\高度怀疑病毒先进入结膜而后再全身推测成立防护盲点没有戴防护镜\跪现在病人医院根本没人带防护镜都强调口罩.......,-1
一博武汉加油一起打赢这场防疫战!祝福大家都平安!心,1
微笑,1
江宁狗马上自裁大v尽到绵薄之力ot江宁狗还舞 评论里说辛苦 去一线救治病人春有版有图  \武汉搞不定没人搞得定\,-1
全国确诊830例新型肺炎病例湖北鄂州 回广东 广东读书 目前没什么异常 我会劝父母去医院检查 鄂州・东江国际,0
嘻嘻感觉超级棒加油爱doge教,1
无,0
武汉加油!!汉加油 一起打赢这场防御战!战斗一线医护人员致敬!,1
打心眼里喜欢,1
口罩带起来!!!!!!,0
nmsl,-1
 千万保重,1
\武汉小笨蛋害怕祖国妈妈依然很爱小朋友都陪到来年春暖花开冰雪融化去武汉看樱花\突然看到这句话感觉太有爱谢谢大家武汉支持武汉加油!年后就会变好!全国确诊新型肺炎病例##武汉一名新型肺炎患者成功救治 ,1
强制不让走亲戚不要大家族聚餐吃年夜饭,1
武汉公交地铁暂停运营##武汉封城 众志成城 武汉封城 众志成城!武汉加油!!!,1
请福建政府一级响应!!!福建政府一级响应##福建确诊首例新型肺炎病例  南平・浦城县,0
人类永远不相信自然规律更不信人类科学认识规律只相信主观觉得最后满天飞舞流言真实\狼来了\掩盖真的一场流行肺炎至少目前真的没有sars人类史上一次大规模流行病杀伤力强看到流言键盘侠们群魔乱舞制造混乱说一句你行上估计一堆软骨头战争估计逃兵不少怕死恐慌之前去冷静面对解决问题不是袖手旁观张嘴金莲主观臆断之前翻翻文献读读书好处,-1
卧槽,0
武汉已经封城武汉加油!!!,1
医用一次性口罩都防住飞沫钟南山说,1
美国华盛顿州出现第一例武汉冠状病毒患者道琼斯指数瞬跌近200点 ,0
世界不应该国家天生敌人!,-1
辛苦,1
保护,1
去一天染上,0
牡丹江发现1例疑似新型肺炎患者怪男子头部凹陷如拳ok头大小洞 惊悚外星人!怪男子头部凹陷拳头大小洞竟能奇迹生还惊悚外星人不知病真是可怜! ,0
微博上发啥砀山人会上微博看大喇叭不会广播通知,-1
赞一博致敬疫情前线医护人员辛苦!愿平安!心,1
全国确诊新型肺炎病例 不是阴谋论病毒爆发时机未免太凑巧早不发晚不发某地暴乱暂时得控贸易战告一段落某国注意力转向中东地区伪选某党耍不出花来女领导赢阿中本来迎来喘息机会这下好民心惶惶国库出血cpi控制不住打击太大…这是某国派来特务投病毒!潜伏年知道快过年人口流动量巨大现在投放生化武器效能到达极致!好气!,-1
大家重视!,1
2粉一起加油adada武汉加油一起加油战斗一线医护人员致敬 汉加油 一起打赢这场防御战!战斗一线医护人员致敬!,1
企业研发出识别新型冠状病毒抗体不能用于治疗点击链接查看更  ,0
介个恶魔泪,-1
封城航班取消改动车算是因祸得福疫情快点过去求求,1
麦原来数据算出来,0
抚州市崇仁生态环境局到县人民医院开展医疗固体废处置执法检查2020年1月24日下午抚州市崇仁生态环境局刘彬副局长方建华带领执法人员会同县卫健委相关人员县人民医院就涉新型冠状病毒感染肺炎固体废物处置情况进行现场检查武汉发生新型冠状病毒感染肺炎疫情后该县高度重视成立卫健委牵头相关部门参与疫情联动工作组及时做好疫情防控信息通报工作了解目前该县未发现疑似确诊病例院方领导表示发现疑似确诊病例当日产生固体废物严格相关程序及时处置现场检查发现该县人民医院医疗固体废物专人负责保管专用固废暂存场所突发事故应急预案明显警示标志符合法律规定转移手续现场检查时崇仁生态环境局要求全县医疗机构武汉发生新型冠状病毒感染肺炎疫情特别时期认真落实医疗固体废物申报登记转移环境管理制度完善固废环境管理档案刘彬局长要求生态环境执法人员及时掌握医疗固体废物产生种类数量贮存转移情况防止危险废物流失,0
甜o困_基于非典瞒报事件 难以给予全部信任 观望 但愿不要重蹈覆辙一次都隐瞒有瘾,-1
武汉参照\小汤山\模式建专门医院救治新型冠状病毒感染肺炎患者  ,0
goodok话筒一向喜欢晕,0
mlgb,-1
死亡病例出湖北跪,-1
暴哭 医务工作人员辛苦,-1
终于封城加油,1
谢谢谢谢谢谢谢谢谢谢辛苦辛苦辛苦辛苦辛苦泪泪泪,1
空间致敬疫情前线医护人员 所有前线医护人员致敬!愿平安李汶翰致敬疫情前线医护人员 所有奋斗最前线医护人员致敬!大家都多加预防注意个人防护,1
qq小瓜胡冰卿正能量 照顾好心希望大家健康敬疫情前线医护人员请大家做好个人防护措施愿平安!,1
泪泪泪 几天看新闻都感觉一部电视剧,-1
天津出现聚集性发病武汉出来没必要责怪换位思考已生病城市治疗不了只能死会做事情大家少出门家里一个月不要想上班事生病都做不了听医生少说话少做事在家就行人人都不要添麻烦疫情过去人终一死没实现事情大家尽量自闭一段时间,0
恳请安徽政府宣传疫情防范 t恳请安徽政府宣传疫情防范安徽急一急急一急急一急急一急急一急急一急急一急急一急急一急急一急急一急急一急急一急急一急急一急急一急急一急急一急急一急急一急急一急急一急急一急急一急急一急 ,0
小品很应景,1
失望,-1
感冒感冒衰\管轶21日到达下午当地菜市场地上潮湿卫生状态十分恶劣通风设备很差市场里民众不到10%人戴口罩见当地部门晚上判断疫情武汉已经无法控制赶紧定22日出城机票\,0
确实…慕了河南这次真的必要全国通报表演完全满分作文直接保送,1
危急关头敢于奔赴抗疫一线都民族嵴梁医护人员致敬!,1
屋外火树银花噼里啪啦被窝自我隔离有点害怕 ,-1
发了笑不语月ttp 求我要发给家长群我家亲戚群叫快乐一家人,0
所有医护英雄致敬心ic致敬英雄!致敬疫情前线医护人员,1
兔子兔子兔子控疫情一起听话 戴口罩,1
太可爱rrnn哈哈哈哈哈哈哈冷漠理智亲情,1
武汉加油心,1
想到安徽人还要才能挤上热搜恳请安徽政府宣传疫情防范,-1
希望平安,1
想得知真实情况只能良知媒体赞赞,1
 武汉加油 武汉加油 加油一起打赢这场防疫战心武汉加油 一起心,1
很重要一段时间大量沾满唾液细菌病毒一次性口罩将会出现城市垃圾桶处理一次性口罩需要相关部门需要考虑问题不要应该保护健康口罩成为新病毒传播物,0
控制疫情武汉加油,1
跑毒失败…,-1
拳头,1
转发这则不是赞同想待日后事情告一段落再来请大家评评人性人心!现在只想武汉人加油全国人民加油!,1
哈哈哈哈哈哈哈哈哈哈哈哈哈ttles_真的好可爱出声 姥爷好可爱,1
